socialHeadline,headline,urlAlias,updatedDate
"""Carrie Lam and her crew are the real ‘enemy of the people’""","""Hong Kong’s real ‘enemy of the people’ are Carrie Lam and her crew""","""https://scmp.com/print/comment/letters/article/3037450/hong-kongs-real-enemy-people-are-carrie-lam-and-her-crew""",2019-11-14 00:00:13
"""Hong Kong democracy bill sponsor claims ‘significant progress’ in US Senate""","""Marco Rubio, sponsor of Hong Kong pro-democracy bill, claims ‘very significant progress’ on the pending legislation""","""https://scmp.com/print/news/china/diplomacy/article/3037632/marco-rubio-sponsor-hong-kong-pro-democracy-bill-claims-very""",2019-11-14 02:44:42
"""Protesters seeking freedoms risk destroying everyone else’s""","""Hong Kong protesters seeking greater freedoms risk destroying everyone else’s""","""https://scmp.com/print/comment/letters/article/3037513/hong-kong-protesters-seeking-greater-freedoms-risk-destroying""",2019-11-13 23:30:06
"""Why an independent inquiry may be Carrie Lam’s last chance""","""As Hong Kong protest nightmare worsens, an independent inquiry is Carrie Lam’s last chance to redeem herself""","""https://scmp.com/print/comment/letters/article/3037388/hong-kong-protest-nightmare-worsens-independent-inquiry-carrie-lams""",2019-11-13 23:00:08
"""Protesters hunker down on Hong Kong university campuses""","""Student protesters hunker down at Hong Kong campuses in anticipation of clashes with police""","""https://scmp.com/print/video/scmp-originals/3037621/student-protesters-hunker-down-hong-kong-campuses-anticipation-clashes""",2019-11-13 17:57:13
"""Lunchtime protests continue in Hong Kong’s Central district""","""Crowds return to Hong Kong’s financial centre for another lunchtime protest""","""https://scmp.com/print/video/hong-kong/3037618/crowds-return-hong-kongs-financial-centre-another-lunchtime-protest""",2019-11-13 16:16:31
"""Hard-core protesters cripple Hong Kong for third straight day""","""Hong Kong protests: city crippled for third straight day as radicals torch tunnel tollbooths, take over roads in 10 districts and vandalise train stations""","""https://scmp.com/print/news/hong-kong/society/article/3037616/hong-kong-protests-city-crippled-third-straight-day-radicals""",2019-11-14 06:52:41
"""Fourfold surge in number of school students held over protests""","""Hong Kong protests: more than fourfold surge in under two months in number of school students arrested""","""https://scmp.com/print/news/hong-kong/politics/article/3037604/hong-kong-protests-more-fourfold-surge-under-two-months""",2019-11-13 16:50:48
"""Education Bureau slammed for delay in suspending classes""","""Hong Kong’s Education Bureau slammed for delay in suspending classes amid chaos in the city""","""https://scmp.com/print/news/hong-kong/politics/article/3037605/hong-kongs-education-bureau-slammed-delay-suspending""",2019-11-13 16:38:05
"""Elderly man clings to life after being hit in head with protesters’ brick""","""Elderly  man clings to life after being hit in head by brick thrown by Hong Kong protesters during clash with residents in Sheung Shui""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037601/elderly-hong-kong-man-clings-life-after-hit-head-brick""",2019-11-13 22:22:13
"""High Court denies student leader’s bid to bar police from Chinese University""","""High Court denies injunction sought by Chinese University student leader to bar Hong Kong police from campus after days of clashes with protesters""","""https://scmp.com/print/news/hong-kong/politics/article/3037600/high-court-denies-injunction-sought-chinese-university""",2019-11-13 14:46:18
"""Stay or go? Hong Kong’s foreign students pack bags amid protest chaos""","""Stay or go? Hong Kong’s international students pack their bags amid protest chaos""","""https://scmp.com/print/week-asia/politics/article/3037599/stay-or-go-hong-kongs-international-students-pack-their-bags""",2019-11-16 01:50:51
"""Link Reit is discussing rent relief with tenants at 10 protest-hit malls""","""Hong Kong malls landlord Link Reit is discussing rent relief with tenants at 10 protest-hit shopping centres, company says""","""https://scmp.com/print/business/article/3037587/hong-kong-malls-landlord-link-reit-discussing-rent-relief-tenants-10""",2019-11-14 07:29:20
"""Cathay Pacific further lowers profit forecast as aviation summit cancelled""","""Cathay Pacific further lowers profit forecast over Hong Kong’s protest crisis as Asian aviation summit cancelled""","""https://scmp.com/print/news/hong-kong/transport/article/3037586/cathay-pacific-further-lowers-profit-forecast-over-hong""",2019-11-13 14:59:04
"""Developers pick up Kai Tak’s most valuable plot at 27 per cent discount""","""Developers pick up Kai Tak’s most valuable harbourfront land plot at 27 per cent discount as protests send property market into tailspin""","""https://scmp.com/print/business/article/3037577/developers-pick-kai-taks-most-valuable-harbourfront-land-plot-discount""",2019-11-14 02:44:22
"""Taiwan’s Tsai urges Hong Kong leaders to pull city back from the brink""","""Taiwan’s President Tsai Ing-wen urges Hong Kong’s leaders to pull city ‘back from the brink’""","""https://scmp.com/print/news/china/politics/article/3037539/taiwans-president-tsai-ing-wen-urges-hong-kongs-leaders-pull""",2019-11-13 11:08:49
"""Fourth consecutive day of protest chaos in Hong Kong""","""Hong Kong wakes up to fourth consecutive day of protest disorder and stand-offs""","""https://scmp.com/print/video/hong-kong/3037532/hong-kong-wakes-fourth-consecutive-day-protest-disorder-and-stand-offs""",2019-11-20 07:57:42
"""Five Chinese University students charged with rioting in Hong Kong""","""Hong Kong protests: five Chinese University students charged with rioting over Monday’s disturbance on Sha Tin campus""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037502/hong-kong-protests-five-chinese-university-students""",2019-11-13 08:59:30
"""Oxfam Trailwalker cancelled amid Hong Kong protests""","""Hong Kong protests: Oxfam Trailwalker cancelled as unrest causes more havoc across the city""","""https://scmp.com/print/sport/outdoor/trail-running/article/3037500/hong-kong-protests-oxfam-trailwalker-cancelled-unrest""",2019-11-13 06:24:35
"""Beijing’s top office in Hong Kong urges stronger crackdown""","""‘Sliding into an abyss’: Beijing’s top office in Hong Kong urges stronger crackdown against unrest""","""https://scmp.com/print/news/china/politics/article/3037495/sliding-abyss-beijings-top-office-hong-kong-urges-stronger""",2019-11-13 16:27:27
"""Shenzhen and Hong Kong-based groups help mainland students flee city""","""Shenzhen and Hong Kong-based groups help mainland Chinese students flee city""","""https://scmp.com/print/news/china/society/article/3037487/shenzhen-opens-centres-mainland-chinese-students-fleeing-hong""",2019-11-14 07:55:39
"""Jockey Club cancels Happy Valley race meeting as chaos escalates""","""Hong Kong protests: Jockey Club cancels Happy Valley race meeting as chaos escalates""","""https://scmp.com/print/sport/article/3037482/jockey-club-cancels-happy-valley-race-meeting-chaos-escalates""",2019-11-13 08:50:01
"""Stocks Blog: Alibaba approved to list in Hong Kong;  New World, Wharf, other property stocks fall amid protest chaos""","""Stocks Blog: Alibaba approved to list in Hong Kong;  New World, Wharf, other property stocks fall amid protest chaos""","""https://scmp.com/print/business/markets/article/3037469/stocks-blog-alibaba-approved-list-hong-kong-selling-us15-billion""",2019-11-13 09:31:37
"""What 1967 riots taught Hong Kong: less politics, more consensus""","""If Hong Kong could find consensus after 1967 riots, it can do the same again""","""https://scmp.com/print/comment/letters/article/3037385/if-hong-kong-could-find-consensus-after-1967-riots-it-can-do-same""",2019-11-13 00:00:06
"""Hong Kong police: Boys with lethal toys need better leaders""","""Hong Kong police in riots city: scared boys with lethal toys need better leaders""","""https://scmp.com/print/comment/letters/article/3037367/hong-kong-police-riots-city-scared-boys-lethal-toys-need-better""",2019-11-12 23:30:10
"""As it happened: Hong Kong protesters set Cross-Harbour Tunnel tollbooth alight again""","""As it happened: Hong Kong protesters set Cross-Harbour Tunnel tollbooth alight again as tear gas fired in Kwai Chung and Yuen Long""","""https://scmp.com/print/news/hong-kong/politics/article/3037453/hong-kong-protests-city-braces-third-straight-day-travel""",2019-11-13 18:05:17
"""Alarmed EU urges ‘complete inquiry’ into protests and police behaviour""","""EU, alarmed by rising violence in Hong Kong, calls for ‘complete inquiry’ into protests and police behaviour""","""https://scmp.com/print/news/hong-kong/politics/article/3037465/eu-alarmed-rising-violence-hong-kong-calls-complete-inquiry""",2019-11-13 07:53:15
"""Police recruiting ‘special cops’ to ease Hong Kong protest burden: sources""","""Hong Kong protests: ‘special police’ unit will be unveiled this week to ease pressure on embattled force, sources say""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037425/hong-kong-protests-special-police-unit-will-be""",2019-11-12 23:15:43
"""Hong Kong protests: It’s a woeful time to be in hotels as vacancy soars""","""Hong Kong’s hotel valuations drop, vacancy rates soar, as business travellers and tourists avoid city amid street protests""","""https://scmp.com/print/business/article/3037327/hong-kongs-hotel-valuations-drop-vacancy-rates-soar-business-travellers""",2019-11-13 04:10:39
"""Lawyers can’t let rule of law be collateral damage of protests""","""Hong Kong protests: city lawyers cannot let rule of law become collateral damage""","""https://scmp.com/print/comment/letters/article/3037340/hong-kong-protests-city-lawyers-cannot-let-rule-law-become""",2019-11-12 22:45:04
"""Campus chaos and Central Hong Kong clashes""","""Chaos on campuses and Central district in Hong Kong on third consecutive day of serious violence""","""https://scmp.com/print/video/hong-kong/3037459/chaos-campuses-and-central-district-hong-kong-third-consecutive-day-serious""",2019-11-13 09:20:43
"""Pitched battles on campuses as Hong Kong police warn of ‘total breakdown’""","""Hong Kong protests: pitched battles on campuses as police say city verging on ‘brink of total breakdown’""","""https://scmp.com/print/news/hong-kong/politics/article/3037454/hong-kong-anti-government-protests-pitched-battles-campuses""",2019-11-12 23:27:42
"""Policeman who shot protester ‘did not deviate from guidelines’""","""Hong Kong policeman who shot protester did not deviate from guidelines, police say, adding that another officer who moved suspect was ‘unaware of injury’""","""https://scmp.com/print/news/hong-kong/politics/article/3037451/hong-kong-policeman-who-shot-protester-did-not-deviate""",2019-11-12 16:39:04
"""Campus clashes as Hong Kong universities become new battleground""","""Campus clashes as universities become new battleground in Hong Kong anti-government unrest""","""https://scmp.com/print/news/hong-kong/politics/article/3037448/campus-clashes-universities-become-new-battleground-hong""",2019-11-12 17:33:23
"""Parents, teachers slam government for not suspending classes amid violence""","""Hong Kong parents, teachers and educators’ unions slam government for not suspending classes amid campus protest violence""","""https://scmp.com/print/news/hong-kong/politics/article/3037447/hong-kong-parents-teachers-and-educators-unions-slam""",2019-11-12 17:21:03
"""Concerns high as Carrie Lam vows elections will be held on time""","""Chief Executive Carrie Lam vows Hong Kong’s district council elections will be held on time – despite mainland media calling citywide peace a prerequisite""","""https://scmp.com/print/news/hong-kong/politics/article/3037444/chief-executive-carrie-lam-vows-hong-kongs-district-council""",2019-11-12 16:05:51
"""Are buses the next target of protesters to cripple transport services?""","""Are Hong Kong’s buses the next target in protesters’ bid to cripple the city’s transport services?""","""https://scmp.com/print/news/hong-kong/transport/article/3037434/are-hong-kongs-buses-next-target-protesters-bid-cripple""",2019-11-12 19:35:21
"""Alleged ear-biter has suffered years of depression, court hears""","""Hong Kong protests: alleged ear-biter suffered years of depression, court hears""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037431/hong-kong-anti-government-protests-alleged-ear-biter""",2019-11-12 15:07:34
"""China accuses US and Britain of hypocrisy over violence in Hong Kong""","""China accuses US and Britain of hypocrisy over violence in Hong Kong""","""https://scmp.com/print/news/china/diplomacy/article/3037427/china-accuses-us-and-britain-hypocrisy-over-violence-hong-kong""",2019-11-12 18:00:44
,,,
"""Why K-pop awards show to skip Hong Kong: it’s the protests""","""Hong Kong protests the reason top K-pop awards show skipping the city, music industry source says""","""https://scmp.com/print/lifestyle/entertainment/article/3037300/hong-kong-protests-reason-top-k-pop-awards-show-skipping""",2019-11-12 03:28:27
"""Stocks Blog: Tencent climbs ahead of earnings, while Wharf and other property stocks drop amid ongoing protests""","""Stocks Blog: Tencent climbs ahead of earnings, while Wharf and other property stocks drop amid ongoing protests""","""https://scmp.com/print/business/markets/article/3037284/stocks-blog-traders-edge-hard-core-protesters-start-morning-mtr""",2019-11-13 00:40:06
"""As it happened: shop in flames, Hong Kong police draw guns while under attack""","""As it happened: Causeway Bay shop engulfed in flames with flats above, as protests erupt across Hong Kong and police under attack draw guns ""","""https://scmp.com/print/news/hong-kong/politics/article/3037264/tear-gas-fired-hong-kong-chaos-returns-streets-second""",2019-11-12 17:52:36
"""Why Hong Kong government can’t train kids to spot fake news""","""Why Hong Kong government can’t teach kids how to spot fake news""","""https://scmp.com/print/comment/letters/article/3037196/why-hong-kong-government-cant-teach-kids-how-spot-fake-news""",2019-11-12 00:05:09
"""Why it’s wrong to blame ‘both sides’ in Hong Kong protests""","""Hong Kong protests: why there’s no sense in blaming ‘both sides’""","""https://scmp.com/print/comment/letters/article/3037205/hong-kong-protests-why-theres-no-sense-blaming-both-sides""",2019-11-11 23:00:08
"""Protesters making Hong Kong lose its last edge over Shenzhen""","""Hong Kong protesters throwing away city’s last edge over Shenzhen""","""https://scmp.com/print/comment/letters/article/3037208/hong-kong-protesters-throwing-away-citys-last-edge-over-shenzhen""",2019-11-12 04:04:34
"""No ‘Washington consensus’ on tough China policies says US academic""","""No ‘Washington consensus’ on tough China policies says US academic Ezra Vogel""","""https://scmp.com/print/news/china/diplomacy/article/3037187/no-washington-consensus-tough-china-policies-says-us-academic""",2019-11-11 22:23:35
"""Day of violence as Hong Kong protests enter sixth month ""","""Day of violence unfolds as Hong Kong enters sixth month of protests""","""https://scmp.com/print/video/hong-kong/3037273/day-violence-unfolds-hong-kong-enters-sixth-month-protests""",2019-11-11 18:31:17
"""Hong Kong transport plunged into chaos as protests cripple services""","""Hong Kong plunged into commuter chaos as protesters block roads and target rail services – with turmoil expected to continue for another day""","""https://scmp.com/print/news/hong-kong/transport/article/3037270/hong-kong-plunged-commuter-chaos-protesters-block-roads""",2019-11-11 19:25:44
"""Student shot and man set ablaze in one of Hong Kong’s most violent days yet""","""Student shot and man set ablaze in one of the most violent days of Hong Kong anti-government unrest yet""","""https://scmp.com/print/news/hong-kong/politics/article/3037267/student-shot-and-man-set-ablaze-one-most-violent-days-hong""",2019-11-15 09:30:49
"""Shot protester still in critical condition amid arguments over force used""","""Hong Kong protests: shot student remains in critical condition after surgery to remove right kidney, part of liver and bullet, as arguments rage over force used""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037265/hong-kong-protests-shot-student-remains-critical""",2019-11-11 17:16:49
"""Tear gas fired on university campuses for first time as students battle police""","""Tear gas fired on campuses for first time as student protesters battle police at Chinese University, Polytechnic University and University of Hong Kong""","""https://scmp.com/print/news/hong-kong/politics/article/3037262/tear-gas-fired-campuses-first-time-student-protesters""",2019-11-11 16:36:14
"""Police shooting exposes deep divide online with mainland China""","""Police shooting exposes deep divide online between mainland China and Hong Kong""","""https://scmp.com/print/news/china/politics/article/3037256/police-shooting-exposes-deep-divide-online-between-mainland""",2019-11-11 21:22:25
"""Officer who shot protester gets death threats against children, police say""","""Hong Kong police officer who shot protester receives death threats against children after personal details released online, force says""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037245/hong-kong-police-officer-who-shot-protester-receives""",2019-11-11 16:19:49
"""Hong Kong man set on fire in gruesome act police call attempted murder""","""Hong Kong father of two ‘burned alive’ after chasing protesters at MTR station in grisly act of violence police classify as attempted murder""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037243/hong-kong-father-two-burned-alive-after-chasing""",2019-11-15 09:26:44
"""HKUST condemnation of attack on student fails to dispel mainland fears""","""HKUST condemnation of attack on student fails to dispel mainlanders’ safety fears amid Hong Kong protests""","""https://scmp.com/print/news/china/society/article/3037226/hong-kong-universitys-condemnation-attack-student-fails-dispel""",2019-11-12 09:54:57
"""Hong Kong shares see worst fall in three month as protester is shot, man set on fire""","""Hong Kong stocks see worst fall in three months as protester is shot, man set on fire""","""https://scmp.com/print/business/markets/article/3037229/hong-kong-stocks-see-worst-fall-three-months-protester-shot-man""",2019-11-11 11:26:03
"""Transport chaos cripples Hong Kong as angry protesters flood streets after shooting""","""Transport disruptions continue across Hong Kong as protesters flood streets after student wounded by police live round""","""https://scmp.com/print/news/hong-kong/transport/article/3037223/transport-disruptions-continue-across-hong-kong-protesters""",2019-11-11 11:05:46
"""No plans to close stock market or impose caps on cash withdrawals""","""No plans to close stock market or impose caps on cash withdrawals as Hong Kong government denies emergency law rumours""","""https://scmp.com/print/business/banking-finance/article/3037216/no-plans-close-stock-market-or-impose-caps-cash""",2019-11-11 09:24:44
"""Hong Kong protester shot with live round""","""Hong Kong protester shot with live round as unrest in city enters sixth month""","""https://scmp.com/print/video/hong-kong/3037175/hong-kong-protester-shot-live-round-unrest-city-enters-sixth-month""",2019-11-20 08:04:17
"""Stocks Blog: Hang Seng suffers worst tumble in 3 months as protester is shot, man is set on fire""","""Stocks Blog: Hang Seng suffers worst tumble in 3 months as protester is shot, man is set on fire""","""https://scmp.com/print/business/markets/article/3037150/stocks-blog-hang-seng-trying-break-28000-key-indicator-warning-it""",2019-11-11 10:32:17
"""Police No 2 Chris Tang expected to be named top cop next week""","""Hong Kong police No 2 Chris Tang expected to take over as city’s top cop next week""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037130/hong-kong-police-no-2-chris-tang-expected-take-over""",2019-11-11 01:00:01
"""As it happened: 16 hours of violence in Hong Kong continue with Mong Kok unrest""","""As it happened: 16 hours of violence in Hong Kong continue with Mong Kok unrest, while Carrie Lam says 'wishful thinking' to believe government will yield to political demands""","""https://scmp.com/print/news/hong-kong/politics/article/3037135/shots-fired-hong-kong-anti-government-protesters-cause""",2019-11-11 17:02:24
"""Kind acts show protests have not killed Hong Kong’s humanity""","""Hong Kong protests have not destroyed city’s soul, as random acts of kindness show""","""https://scmp.com/print/comment/letters/article/3036880/hong-kong-protests-have-not-destroyed-citys-soul-random-acts""",2019-11-10 23:30:11
"""Critics of Hong Kong police never felt the heat of petrol bombs""","""Those blaming Hong Kong police have never felt the heat of a petrol bomb""","""https://scmp.com/print/comment/letters/article/3036813/those-blaming-hong-kong-police-have-never-felt-heat-petrol-bomb""",2019-11-10 23:15:03
"""Why school must be a place for politics and free speech""","""Why Hong Kong schools must be a place for politics and free speech: it’s where students prepare themselves for real life""","""https://scmp.com/print/comment/letters/article/3036752/why-hong-kong-schools-must-be-place-politics-and-free-speech-its""",2019-11-10 22:30:08
"""Hong Kong protesters play cat-and-mouse with police""","""Tear gas fired in Tsuen Wan as flash mobs spring up across Hong Kong""","""https://scmp.com/print/video/hong-kong/3037141/tear-gas-fired-tsuen-wan-flash-mobs-spring-across-hong-kong""",2019-11-10 17:30:38
"""Remembrance Day disrupted as protesters jeer Chinese national anthem""","""Remembrance Day in Hong Kong briefly interrupted as anti-government protesters turn back on memorial and jeer Chinese national anthem""","""https://scmp.com/print/news/hong-kong/politics/article/3037139/remembrance-day-hong-kong-briefly-interrupted-anti""",2019-11-10 18:03:28
"""Hong Kong protesters stage flash-mob demonstrations as unrest enters sixth month""","""Hong Kong protests: flash-mob ‘shopping tours’, trashed train stations and shops, tear gas and water cannons as city enters sixth month of anti-government unrest""","""https://scmp.com/print/news/hong-kong/politics/article/3037138/hong-kong-protests-flash-mob-shopping-tours-trashed-train""",2019-11-11 08:32:25
"""Hong Kong forum to discuss ways to encourage reconciliation""","""Hong Kong protests: unrest brings new group together to find ways to help city heal""","""https://scmp.com/print/news/hong-kong/politics/article/3037111/give-peace-chance-unrest-brings-new-group-together-find""",2019-11-11 03:24:10
"""Chinese media from 30 countries condemn attack on Xinhua in Hong Kong""","""Chinese media from 30 countries condemn attack on Xinhua offices in Hong Kong""","""https://scmp.com/print/news/china/politics/article/3037124/chinese-media-30-countries-condemn-attack-xinhua-offices-hong""",2019-11-10 14:08:54
"""HKUST classes suspended on Monday as campus recovers from vandalism""","""Classes suspended at Hong Kong University of Science and Technology as campus repairs to be carried out following ‘mass-scale malicious vandalism’""","""https://scmp.com/print/news/hong-kong/politics/article/3037125/classes-suspended-hong-kong-university-science-and""",2019-11-10 14:08:49
"""Beijing ‘should give more details on Hong Kong national security plans’""","""Beijing should give more details on Hong Kong national security plans, says former Legislative Council president Jasper Tsang""","""https://scmp.com/print/news/hong-kong/politics/article/3037123/beijing-should-give-more-details-hong-kong-national""",2019-11-10 14:08:57
"""The Hong Kong protesters giving Singles’ Day a miss""","""Some Hong Kong protesters plan to give Taobao’s Singles’ Day a miss""","""https://scmp.com/print/news/hong-kong/politics/article/3037118/some-hong-kong-protesters-plan-give-taobaos-singles-day""",2019-11-10 10:54:09
"""As it happened: protesters return to Tseung Kwan O car park after citywide flash mobs""","""As it happened: protesters return to Tseung Kwan O car park after day of flash mob action across Hong Kong""","""https://scmp.com/print/news/hong-kong/politics/article/3037094/protesters-return-shopping-across-five-districts-hong-kong""",2019-11-10 16:10:05
"""Emergency services turn on each other at Hong Kong protest""","""Hong Kong police and paramedics turn on each other at anti-government protest, as relations between emergency services continue to sour""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037090/hong-kong-police-and-paramedics-turn-each-other-anti""",2019-11-10 18:29:18
"""Hong Kong police officers said they would ‘celebrate student’s death’""","""Hong Kong protests: police officers reprimanded after he was filmed saying he would celebrate student Chow Tsz-lok’s death ‘with champagne’""","""https://scmp.com/print/news/hong-kong/politics/article/3037087/hong-kong-protests-police-officer-reprimanded-after-he-was""",2019-11-10 14:09:00
"""Hong Kong police watchdog ‘lacks power’ to probe force conduct during protests""","""Hong Kong police watchdog does not have powers and resources to cope with scale of protests, say Independent Police Complaints Council’s expert advisers""","""https://scmp.com/print/news/hong-kong/politics/article/3037080/hong-kong-police-watchdog-does-not-have-powers-and""",2019-11-10 16:01:51
"""Hong Kong schools less popular with Chinese parents in Shenzhen""","""Hong Kong schools less popular with Chinese parents in Shenzhen""","""https://scmp.com/print/news/china/society/article/3037043/hong-kong-schools-less-popular-chinese-parents-shenzhen""",2019-11-10 15:30:09
"""Need for national security law in Hong Kong ‘becoming urgent’""","""Need for national security law in Hong Kong becoming urgent, Beijing official says""","""https://scmp.com/print/news/china/politics/article/3037048/need-national-security-law-hong-kong-becoming-urgent-beijing""",2019-11-10 03:04:23
"""Protests will rage on until elites start feeling the pinch""","""As long as Hong Kong elite don’t feel the pinch,  protests are likely to rage on""","""https://scmp.com/print/comment/letters/article/3036897/long-hong-kong-elite-dont-feel-pinch-protests-are-likely-rage""",2019-11-10 00:30:06
"""What protesting Hong Kong youth need is not national education""","""What  Hong Kong’s protesting youth need: lessons on how to tell fake news from fact""","""https://scmp.com/print/comment/letters/article/3036937/what-protesting-hong-kong-youth-need-lessons-how-tell-fake-news""",2019-11-10 15:05:29
"""Why Hong Kong police would benefit from commission of inquiry""","""Hong Kong police clearly feeling the pressure of months of mass protests: an inquiry would serve them best""","""https://scmp.com/print/comment/letters/article/3036763/hong-kong-police-clearly-feeling-pressure-months-mass-protests""",2019-11-09 23:00:04
"""The NBA stood up to China, it’s time more brands did the same""","""NBA stood up to China in free speech defence: it’s about time more brands did the same""","""https://scmp.com/print/comment/letters/article/3036729/nba-stood-china-free-speech-defence-its-about-time-more-brands-did""",2019-11-09 21:35:04
"""Are Hong Kong protesters influencing New York, or vice versa?""","""Are New York protesters copying Hong Kong, or the other way around?""","""https://scmp.com/print/comment/letters/article/3036550/are-new-york-protesters-copying-hong-kong-or-other-way-around""",2019-11-09 18:00:12
"""Emotional memorials for death of Hong Kong student""","""Memorials in Hong Kong for death of student, Chow Tsz-lok""","""https://scmp.com/print/video/hong-kong/3037065/memorials-hong-kong-death-student-chow-tsz-lok""",2019-11-09 17:20:27
"""Hong Kong teenager has abortion following claim of gang-rape in police station""","""Hong Kong teenager has abortion following allegations she was gang-raped in police station, but force says investigation shows inconsistencies""","""https://scmp.com/print/news/hong-kong/law-and-crime/article/3037063/hong-kong-teenager-has-abortion-following-allegations""",2019-11-09 17:29:51
"""Hongkongers hold peaceful vigil for student killed in fall""","""Thousands gather for vigil in central Hong Kong to mourn death of student Chow Tsz-lok then disperse peacefully""","""https://scmp.com/print/news/hong-kong/politics/article/3037061/peaceful-vigil-central-hong-kong-student-protester-killed""",2019-11-09 17:28:48
"""Hong Kong barristers hit back at Beijing’s comments on judiciary""","""As Hong Kong protests rage on, barristers hit back at Beijing’s comments on the city’s judiciary and its responsibilities""","""https://scmp.com/print/news/hong-kong/politics/article/3037054/hong-kong-protests-rage-barristers-hit-back-beijings""",2019-11-09 15:21:53
"""Pro-government supporters in Hong Kong slam ‘cowardly’ vigilante attacks""","""Hong Kong protests: pro-government supporters call for city to return to peace and slam ‘cowardice’ of vigilante attacks""","""https://scmp.com/print/news/hong-kong/politics/article/3037053/hong-kong-protests-pro-government-supporters-call-city""",2019-11-09 15:21:58
"""As it happened: thousands gather for rally to mourn death of student""","""As it happened: thousands gather for rally in Admiralty to mourn death of Hong Kong student""","""https://scmp.com/print/news/hong-kong/politics/article/3036943/crowd-gathers-rally-tamar-park-admiralty-mourn-death-hong""",2019-11-09 15:38:31
"""Hong Kong protests: 10 top reads as city marks 5 months of unrest""","""Hong Kong protests: 10 top reads as the city’s social unrest marks five months since it began""","""https://scmp.com/print/news/hong-kong/politics/article/3037034/hong-kong-protests-10-top-reads-citys-social-unrest-marks""",2019-11-10 00:53:57
"""Attack on TVB cameraman by protesters condemned by media groups""","""Attack on cameraman by Hong Kong protesters condemned by city’s media groups""","""https://scmp.com/print/news/hong-kong/politics/article/3037033/attack-cameraman-hong-kong-protesters-condemned-citys-media""",2019-11-09 15:21:52
"""Mainland Chinese students flee Hong Kong fearing they will be attacked next""","""Scores of Chinese students flee Hong Kong over fears they will be attacked as anti-mainland sentiment sweeps through protesters in city""","""https://scmp.com/print/news/hong-kong/politics/article/3037026/scores-chinese-students-flee-hong-kong-over-fears-they-will""",2019-11-09 16:00:05
"""Hong Kong lawmaker arrests ‘paving the way’ for election cancellation""","""Hong Kong opposition camp slams arrest of seven lawmakers, accusing government of trying to stir up chaos so they can cancel district council elections""","""https://scmp.com/print/news/hong-kong/politics/article/3037022/hong-kong-opposition-camp-slams-arrest-seven-lawmakers""",2019-11-09 18:42:34
,,,
